Point_ID,Latitude,Longitude,LST (°C),Elevation,Slope,Aspect,EVI,NDVI,TVI,BSI,NDBaI,NDBSI,NMDI,OSAVI,SAVI,BUI,EBBI,NBI,NBAI,UI,MNDWI,NDWI,Year
314,22.78752,86.34383,29.9,197.0,3.2,158.0,0.38,0.1,61.3,,,,-0.22,0.35,0.22,-0.15,0.28,-0.24,0.25,-0.3,0.33,0.12,2022
315,22.83437,86.41885,35.2,163.0,5.6,164.0,0.43,0.39,61.3,,,,-0.21,0.75,0.76,-0.0,0.26,-0.05,-0.05,-0.14,0.21,-0.07,2022
316,22.84374,86.42494,34.9,203.0,6.2,360.0,0.36,0.49,86.5,,,,-0.15,0.57,0.49,-0.17,0.11,0.1,-0.25,0.22,0.21,0.27,2022
317,22.81612,86.41808,39.4,187.0,7.9,69.0,0.39,0.38,79.3,,,,-0.14,0.45,0.56,-0.2,0.3,0.06,0.04,0.12,0.12,0.24,2022
318,22.87239,86.41239,28.9,140.0,5.3,125.0,0.25,0.21,69.8,,,,0.2,0.39,0.34,0.18,-0.2,-0.25,0.02,-0.15,-0.09,0.47,2022
319,22.82092,86.39546,32.7,196.0,10.0,208.0,0.15,0.51,60.0,,,,0.1,0.29,0.73,0.35,0.18,0.03,-0.25,0.17,0.08,0.6,2022
320,22.70214,86.41749,31.4,181.0,7.5,40.0,0.3,0.49,92.9,,,,-0.1,0.35,0.37,-0.2,-0.01,-0.19,-0.07,0.1,0.18,-0.23,2022
321,22.78454,86.33067,29.4,179.0,8.2,250.0,0.34,0.68,60.0,,,,0.24,0.75,0.48,-0.11,-0.02,-0.16,-0.13,-0.13,0.25,-0.05,2022
322,22.83911,86.29262,24.0,167.0,7.3,137.0,0.17,0.28,85.1,,,,-0.15,0.44,0.85,0.23,-0.07,-0.06,-0.19,0.32,-0.29,0.44,2022
323,22.79956,86.31468,30.6,203.0,4.3,185.0,0.42,0.29,96.7,,,,-0.35,0.6,0.15,0.23,0.3,-0.09,0.04,0.29,0.39,0.31,2022
324,22.80894,86.22098,35.4,240.0,6.3,230.0,0.32,0.51,77.0,,,,0.05,0.74,0.56,0.05,-0.01,-0.05,-0.25,0.21,-0.07,0.4,2022
325,22.72412,86.42376,35.2,187.0,3.8,117.0,0.49,0.32,120.0,,,,0.09,0.39,0.68,0.35,-0.06,-0.25,0.0,0.02,-0.38,0.13,2022
326,22.87777,86.44314,34.0,189.0,2.3,322.0,0.17,0.55,87.3,,,,-0.35,0.22,0.59,0.16,0.04,0.1,0.07,0.18,0.6,0.16,2022
327,22.75993,86.44956,29.9,211.0,7.5,245.0,0.63,0.45,64.3,,,,-0.14,0.42,0.29,0.03,-0.14,-0.11,0.16,-0.26,0.37,0.11,2022
328,22.82604,86.38083,35.7,166.0,3.9,25.0,0.51,0.38,81.9,,,,0.01,0.43,0.28,0.32,-0.11,-0.12,0.08,0.16,-0.31,0.23,2022
329,22.82509,86.41739,32.8,188.0,3.5,153.0,0.39,0.46,92.2,,,,0.18,0.53,0.26,-0.04,0.07,0.01,0.25,-0.23,-0.37,-0.04,2022
330,22.85749,86.4573,25.5,160.0,3.8,174.0,0.56,0.61,80.2,,,,-0.13,0.1,0.64,0.22,-0.2,0.25,-0.25,-0.19,-0.19,-0.26,2022
331,22.8272,86.36423,30.4,183.0,7.2,33.0,0.62,0.52,118.5,,,,-0.17,0.61,0.55,-0.2,0.01,-0.25,0.09,-0.23,-0.4,0.15,2022
332,22.8045,86.36618,31.0,151.0,7.5,357.0,0.54,0.5,82.2,,,,0.08,0.35,0.51,0.29,0.15,-0.21,-0.01,0.09,0.34,0.11,2022
333,22.82073,86.35173,34.5,211.0,3.0,299.0,0.32,0.69,87.7,,,,-0.05,0.75,0.67,0.01,0.24,-0.25,-0.07,-0.3,-0.2,-0.15,2022
334,22.85811,86.33822,28.5,169.0,8.0,84.0,0.11,0.57,83.3,,,,-0.02,0.4,0.6,0.34,0.15,-0.09,-0.17,-0.02,-0.4,0.34,2022
335,22.84219,86.41876,31.1,237.0,1.0,0.0,0.13,0.66,82.3,,,,0.07,0.27,0.15,-0.11,0.18,0.21,-0.14,0.31,-0.31,-0.05,2022
336,22.74241,86.46203,42.0,164.0,8.1,345.0,0.05,0.47,92.6,,,,0.06,0.63,0.59,0.07,0.09,0.0,0.08,0.24,0.03,0.22,2022
337,22.83941,86.29277,24.4,193.0,6.6,163.0,0.09,0.45,80.2,,,,-0.02,0.22,0.4,-0.01,0.26,-0.24,-0.2,0.37,0.43,0.15,2022
338,22.69458,86.35198,31.9,200.0,8.6,121.0,0.15,0.58,114.6,,,,0.26,0.56,0.8,0.24,0.08,-0.15,0.01,0.29,0.05,0.06,2022
339,22.78569,86.47449,34.5,171.0,3.0,0.0,0.5,0.39,76.4,,,,0.07,0.2,0.52,0.35,-0.03,0.0,0.19,0.07,0.49,-0.12,2022
340,22.77161,86.42835,34.7,179.0,4.1,184.0,0.33,0.57,94.7,,,,-0.19,0.42,0.34,0.19,-0.2,-0.08,-0.25,-0.01,0.45,0.13,2022
341,22.78869,86.39872,33.4,209.0,2.3,68.0,0.34,0.66,85.4,,,,0.12,0.48,0.26,0.29,-0.02,-0.16,-0.01,-0.3,-0.09,0.0,2022
342,22.85227,86.32847,35.9,204.0,5.7,70.0,0.54,0.27,94.8,,,,0.23,0.58,0.51,0.29,0.18,-0.18,-0.0,0.12,0.01,0.55,2022
343,22.80011,86.44566,38.1,168.0,3.9,171.0,0.33,0.54,89.1,,,,0.1,0.26,0.37,-0.02,-0.15,0.03,0.09,0.31,0.19,0.25,2022
344,22.7905,86.3776,42.0,159.0,4.6,311.0,0.61,0.42,109.5,,,,0.09,0.33,0.2,0.07,0.3,0.25,0.08,-0.29,0.28,0.21,2022
345,22.85894,86.37033,28.3,170.0,6.4,303.0,0.26,0.18,120.0,,,,-0.14,0.31,0.42,-0.08,0.02,0.25,-0.04,-0.3,0.36,0.13,2022
346,22.72394,86.34015,24.8,211.0,6.6,297.0,0.06,0.18,75.1,,,,0.37,0.43,0.85,0.1,-0.03,-0.17,-0.25,0.36,0.6,0.39,2022
347,22.76966,86.41973,38.1,183.0,6.9,275.0,0.54,0.49,120.0,,,,0.19,0.46,0.78,0.22,0.06,-0.13,-0.22,0.23,-0.39,-0.45,2022
348,22.89815,86.36936,39.3,199.0,3.6,360.0,0.53,0.15,82.7,,,,-0.26,0.1,0.5,0.02,-0.13,0.14,-0.15,0.22,-0.25,-0.12,2022
349,22.75942,86.30158,35.3,203.0,9.1,220.0,0.34,0.47,86.7,,,,0.02,0.64,0.57,0.24,-0.01,-0.25,-0.16,0.37,0.27,-0.04,2022
350,22.92229,86.45194,29.5,175.0,5.0,170.0,0.25,0.23,70.5,,,,-0.09,0.35,0.81,0.21,0.02,-0.09,-0.16,0.12,0.35,-0.24,2022
351,22.86344,86.41851,32.0,177.0,6.3,0.0,0.3,0.4,98.6,,,,0.17,0.43,0.64,-0.01,-0.2,0.25,0.03,0.34,-0.01,0.28,2022
352,22.83568,86.26953,24.9,222.0,7.3,254.0,0.27,0.55,100.7,,,,0.27,0.48,0.47,-0.11,0.02,-0.11,0.08,-0.08,-0.29,0.27,2022
353,22.85596,86.37775,29.6,147.0,6.8,209.0,0.52,0.75,118.1,,,,0.14,0.1,0.57,0.13,0.23,0.09,0.25,-0.15,0.08,-0.18,2022
354,22.9,86.37619,36.7,205.0,7.5,235.0,0.35,0.36,98.3,,,,0.29,0.22,0.4,0.27,0.3,0.24,0.05,0.33,-0.04,0.39,2022
355,22.79571,86.38413,37.5,182.0,3.5,218.0,0.22,0.51,94.2,,,,0.25,0.61,0.38,0.01,0.04,0.22,-0.04,-0.27,-0.14,0.04,2022
356,22.83354,86.26457,34.2,199.0,6.4,196.0,0.49,0.17,94.9,,,,-0.11,0.58,0.85,-0.2,-0.1,0.01,-0.23,0.32,0.6,0.07,2022
357,22.79423,86.44088,33.9,164.0,3.3,163.0,0.5,0.52,105.4,,,,0.17,0.17,0.32,-0.03,-0.16,0.12,0.12,0.01,0.6,0.02,2022
358,22.79566,86.4748,30.3,140.0,7.1,8.0,0.39,0.52,70.1,,,,-0.04,0.71,0.38,0.28,0.19,-0.1,-0.11,0.14,-0.04,-0.11,2022
359,22.76686,86.36035,32.8,159.0,3.6,189.0,0.27,0.54,89.4,,,,-0.15,0.41,0.31,0.17,0.02,0.25,-0.05,-0.2,0.05,-0.05,2022
360,22.84748,86.34893,35.9,179.0,6.9,213.0,0.24,0.48,89.5,,,,-0.05,0.52,0.71,0.03,0.3,-0.13,0.1,0.39,-0.12,0.38,2022
361,22.80155,86.32194,26.5,209.0,7.2,137.0,0.63,0.14,82.0,,,,0.21,0.43,0.43,0.35,-0.2,0.22,0.15,0.16,0.22,0.31,2022
362,22.75975,86.47517,31.5,182.0,5.2,154.0,0.55,0.1,101.9,,,,-0.23,0.16,0.85,0.05,0.27,-0.25,0.03,0.05,0.34,-0.43,2022
363,22.87966,86.4733,36.9,206.0,4.3,68.0,0.47,0.64,109.1,,,,-0.01,0.45,0.53,0.04,0.2,-0.08,-0.25,-0.3,0.52,-0.08,2022
364,22.80025,86.44129,33.9,195.0,6.8,145.0,0.7,0.35,112.9,,,,0.18,0.58,0.68,0.05,-0.03,-0.21,0.05,-0.06,-0.4,-0.45,2022
365,22.81078,86.46901,26.2,144.0,10.0,166.0,0.32,0.75,106.6,,,,0.14,0.22,0.5,0.28,0.19,-0.15,-0.03,-0.3,0.06,0.1,2022
366,22.86221,86.40149,26.5,193.0,4.2,199.0,0.44,0.42,102.3,,,,-0.33,0.73,0.4,0.03,0.27,-0.25,-0.08,-0.15,0.49,0.16,2022
367,22.84385,86.44894,33.2,162.0,8.2,106.0,0.39,0.44,91.4,,,,-0.01,0.53,0.23,0.06,0.28,0.25,-0.19,0.45,-0.4,-0.23,2022
368,22.77724,86.45507,38.7,204.0,4.9,196.0,0.37,0.43,87.0,,,,-0.01,0.55,0.24,0.35,-0.2,0.01,-0.23,-0.14,0.17,0.14,2022
369,22.89421,86.41036,33.9,193.0,4.7,145.0,0.05,0.49,73.7,,,,0.09,0.54,0.52,0.1,-0.19,-0.05,0.11,0.18,0.42,-0.2,2022
370,22.85964,86.41086,25.6,182.0,3.5,76.0,0.57,0.28,85.0,,,,-0.08,0.45,0.68,0.12,-0.16,-0.25,-0.02,0.45,-0.4,0.51,2022
371,22.85038,86.38176,31.4,202.0,4.1,53.0,0.19,0.39,120.0,,,,-0.14,0.52,0.4,-0.03,0.18,0.22,-0.02,-0.12,-0.18,0.04,2022
372,22.76125,86.39563,28.9,208.0,4.9,303.0,0.53,0.1,115.0,,,,0.16,0.26,0.47,-0.08,0.3,0.25,-0.25,0.44,-0.08,-0.3,2022
373,22.80047,86.348,29.0,225.0,3.7,201.0,0.42,0.33,89.6,,,,0.13,0.31,0.55,-0.05,0.17,-0.16,-0.06,-0.02,0.44,0.36,2022
374,22.87324,86.50712,35.4,192.0,5.5,17.0,0.13,0.35,90.3,,,,0.26,0.51,0.68,0.14,-0.02,0.12,0.14,0.13,-0.2,0.11,2022
375,22.81914,86.47609,31.0,149.0,6.7,222.0,0.22,0.39,100.5,,,,-0.02,0.62,0.4,0.03,0.06,0.1,-0.1,0.22,0.11,0.27,2022
376,22.74155,86.35432,24.2,231.0,4.1,188.0,0.57,0.21,88.2,,,,0.18,0.37,0.85,-0.08,0.16,0.17,0.25,0.2,-0.4,0.08,2022
377,22.82156,86.41354,30.3,163.0,5.9,89.0,0.14,0.1,70.7,,,,0.11,0.6,0.6,0.02,0.15,0.25,-0.25,0.16,-0.06,0.06,2022
378,22.79796,86.55,36.8,183.0,5.4,150.0,0.05,0.2,101.4,,,,-0.21,0.58,0.23,-0.2,-0.08,0.16,-0.16,0.16,-0.12,0.17,2022
379,22.84137,86.34854,26.9,189.0,6.1,360.0,0.38,0.41,96.3,,,,0.09,0.13,0.69,-0.03,0.08,0.01,-0.09,-0.01,0.22,0.37,2022
380,22.81091,86.24786,35.5,227.0,7.6,360.0,0.65,0.35,120.0,,,,-0.21,0.32,0.46,0.06,-0.03,0.15,0.1,-0.13,0.22,-0.45,2022
381,22.75646,86.33938,28.1,179.0,4.3,17.0,0.3,0.35,106.6,,,,0.19,0.31,0.62,0.06,0.27,-0.22,0.23,0.11,-0.4,-0.18,2022
382,22.78505,86.268,26.9,167.0,3.0,51.0,0.55,0.33,88.7,,,,-0.03,0.6,0.34,-0.04,0.18,-0.14,0.09,-0.17,0.02,0.14,2022
383,22.87668,86.42846,28.8,168.0,3.5,124.0,0.3,0.39,80.6,,,,0.05,0.14,0.85,0.35,0.22,-0.09,0.02,0.42,0.18,-0.45,2022
384,22.79264,86.30251,29.2,200.0,3.6,280.0,0.46,0.1,62.7,,,,0.18,0.6,0.36,-0.2,-0.1,0.03,-0.06,-0.05,0.23,-0.16,2022
385,22.8811,86.37167,32.7,162.0,4.2,54.0,0.52,0.47,114.8,,,,-0.18,0.64,0.41,0.35,-0.11,0.2,-0.03,0.15,-0.05,0.09,2022
386,22.73654,86.39892,27.0,181.0,3.7,234.0,0.7,0.38,67.8,,,,0.27,0.58,0.35,0.27,0.3,-0.08,-0.04,-0.01,0.54,-0.08,2022
387,22.79623,86.33579,24.0,222.0,4.1,155.0,0.68,0.29,80.0,,,,0.38,0.19,0.59,-0.03,-0.17,-0.25,-0.18,0.09,0.05,-0.45,2022
388,22.74394,86.34934,39.9,218.0,4.5,0.0,0.45,0.62,81.7,,,,0.29,0.38,0.69,-0.05,-0.05,-0.09,0.06,0.25,-0.4,-0.24,2022
389,22.78869,86.40076,24.9,221.0,5.2,230.0,0.24,0.36,60.6,,,,-0.02,0.1,0.78,0.14,0.08,-0.15,0.05,0.31,0.19,-0.03,2022
390,22.7611,86.42881,26.4,209.0,2.8,298.0,0.6,0.6,104.2,,,,0.03,0.31,0.46,0.04,-0.14,-0.08,0.19,-0.19,0.11,0.18,2022
391,22.76623,86.36675,24.0,190.0,3.7,305.0,0.32,0.68,74.8,,,,0.28,0.62,0.34,0.26,0.27,0.03,0.21,0.07,-0.37,0.63,2022
392,22.83215,86.4475,27.7,172.0,2.6,328.0,0.15,0.71,120.0,,,,-0.01,0.66,0.59,0.16,-0.18,-0.16,-0.25,0.28,0.35,-0.2,2022
393,22.85066,86.43907,31.2,194.0,3.4,265.0,0.29,0.1,61.5,,,,-0.05,0.44,0.42,0.06,-0.15,-0.07,0.05,-0.3,-0.02,0.13,2022
394,22.77533,86.39618,31.1,191.0,3.6,133.0,0.18,0.54,120.0,,,,-0.11,0.59,0.52,0.25,0.3,-0.0,0.03,-0.16,-0.4,-0.13,2022
395,22.81354,86.3274,34.0,195.0,6.6,328.0,0.25,0.59,95.5,,,,-0.19,0.69,0.29,0.12,0.11,0.25,-0.23,-0.02,0.12,0.01,2022
396,22.78802,86.45024,31.0,167.0,6.4,122.0,0.38,0.66,105.8,,,,0.07,0.17,0.41,0.1,0.07,-0.13,-0.05,-0.11,-0.12,0.37,2022
397,22.71984,86.31659,33.2,218.0,8.1,57.0,0.16,0.36,104.6,,,,-0.15,0.43,0.36,0.14,0.27,0.09,-0.01,0.39,-0.17,0.18,2022
398,22.82202,86.38454,34.2,189.0,7.5,151.0,0.52,0.55,110.2,,,,0.29,0.46,0.56,0.13,0.05,-0.06,-0.01,-0.3,0.17,0.41,2022
399,22.79079,86.33293,35.9,147.0,3.8,223.0,0.55,0.48,88.4,,,,0.15,0.4,0.15,-0.05,0.3,-0.22,-0.01,-0.03,0.14,0.13,2022
400,22.82991,86.38293,34.0,211.0,7.6,0.0,0.19,0.75,92.6,,,,-0.01,0.49,0.45,0.22,-0.17,0.05,0.11,-0.19,0.2,0.07,2022
401,22.75348,86.42937,32.5,210.0,4.9,224.0,0.37,0.22,71.6,,,,-0.04,0.61,0.57,-0.2,-0.2,-0.08,0.04,-0.26,0.32,-0.45,2022
402,22.83562,86.47941,30.8,171.0,7.0,171.0,0.6,0.49,72.4,,,,-0.03,0.32,0.51,-0.16,-0.2,-0.14,-0.16,0.45,0.07,0.05,2022
403,22.75622,86.35214,31.0,181.0,4.3,123.0,0.51,0.2,73.1,,,,-0.17,0.4,0.46,0.13,-0.04,0.21,-0.1,-0.3,-0.35,0.34,2022
404,22.71804,86.3775,42.0,189.0,5.8,265.0,0.6,0.69,106.7,,,,-0.03,0.75,0.83,0.06,-0.2,0.0,-0.13,-0.3,-0.13,0.11,2022
405,22.81381,86.29678,27.9,176.0,5.9,139.0,0.48,0.59,96.1,,,,-0.07,0.38,0.38,-0.04,0.01,-0.2,-0.01,0.16,-0.3,-0.24,2022
406,22.87613,86.44417,31.4,215.0,1.6,158.0,0.17,0.69,74.7,,,,0.05,0.43,0.32,-0.07,-0.18,-0.25,-0.21,0.13,-0.12,-0.14,2022
407,22.87032,86.49191,32.9,203.0,5.9,80.0,0.42,0.53,84.8,,,,0.07,0.5,0.36,0.01,0.13,-0.06,-0.14,-0.3,-0.12,-0.15,2022
408,22.83485,86.26785,29.0,205.0,4.4,165.0,0.35,0.74,91.0,,,,-0.1,0.75,0.49,0.2,0.3,0.24,0.21,-0.06,0.39,-0.03,2022
409,22.83949,86.27127,28.2,211.0,6.7,106.0,0.35,0.53,120.0,,,,-0.02,0.46,0.44,0.29,-0.05,0.1,-0.07,-0.09,0.25,0.49,2022
410,22.83092,86.42385,32.9,188.0,4.5,35.0,0.4,0.51,118.5,,,,0.07,0.75,0.54,0.09,-0.14,0.25,0.06,-0.07,-0.28,-0.33,2022
411,22.85384,86.43911,26.2,156.0,7.0,259.0,0.05,0.33,116.6,,,,0.24,0.18,0.41,0.1,-0.2,-0.25,0.06,-0.19,0.07,-0.1,2022
412,22.72264,86.44058,31.5,198.0,8.7,144.0,0.5,0.7,87.7,,,,-0.3,0.46,0.34,0.33,0.2,-0.25,-0.12,-0.25,0.3,0.05,2022
413,22.79549,86.31581,36.9,240.0,7.5,280.0,0.36,0.18,90.1,,,,0.03,0.48,0.49,-0.19,0.08,0.14,0.05,-0.2,-0.3,-0.0,2022
414,22.88863,86.42725,39.5,202.0,3.7,214.0,0.36,0.1,96.2,,,,0.01,0.1,0.62,0.22,-0.05,0.09,-0.11,0.29,-0.02,0.44,2022
415,22.80642,86.39887,25.1,214.0,9.1,56.0,0.29,0.28,83.3,,,,-0.34,0.75,0.84,-0.06,0.26,0.22,-0.14,-0.07,-0.08,0.49,2022
416,22.8402,86.44735,24.9,186.0,4.4,230.0,0.28,0.49,90.2,,,,-0.11,0.31,0.71,0.35,0.23,0.25,-0.07,0.24,0.06,0.5,2022
417,22.82672,86.39516,29.7,180.0,2.6,0.0,0.42,0.54,91.3,,,,-0.35,0.17,0.71,0.25,-0.2,0.15,-0.08,0.12,0.11,-0.45,2022
418,22.84798,86.32278,36.5,140.0,5.5,121.0,0.57,0.56,120.0,,,,-0.07,0.49,0.21,0.18,0.3,-0.06,0.01,0.27,0.35,0.35,2022
419,22.77815,86.28351,27.3,203.0,6.0,233.0,0.42,0.24,81.4,,,,-0.04,0.75,0.17,0.03,0.18,0.22,0.03,-0.0,0.6,0.27,2022
420,22.77964,86.469,29.2,220.0,7.7,285.0,0.29,0.39,75.5,,,,-0.18,0.69,0.7,0.35,0.3,0.23,0.17,0.12,0.33,-0.03,2022
421,22.81306,86.22358,28.6,140.0,6.4,135.0,0.21,0.62,91.5,,,,0.08,0.39,0.85,0.35,-0.15,0.25,-0.21,0.18,-0.38,-0.45,2022
422,22.71588,86.2847,35.6,204.0,4.0,234.0,0.39,0.26,103.0,,,,0.29,0.72,0.7,0.27,0.12,-0.25,0.21,0.12,-0.25,-0.16,2022
423,22.85607,86.35084,31.0,186.0,6.2,304.0,0.49,0.61,107.7,,,,-0.35,0.66,0.27,0.32,0.07,0.03,0.1,-0.27,-0.03,0.07,2022
424,22.83256,86.40243,24.7,202.0,6.9,73.0,0.49,0.24,79.5,,,,-0.08,0.45,0.26,0.09,-0.1,0.03,-0.25,0.05,0.12,0.1,2022
425,22.85376,86.29441,32.1,181.0,4.8,260.0,0.41,0.49,86.8,,,,-0.07,0.42,0.77,0.17,0.17,-0.05,0.06,-0.11,0.38,-0.09,2022
426,22.87936,86.3589,38.2,199.0,5.6,123.0,0.41,0.37,98.0,,,,-0.06,0.31,0.66,0.02,0.12,-0.25,-0.25,-0.16,-0.16,0.15,2022
427,22.81619,86.42853,36.7,187.0,5.5,360.0,0.48,0.67,73.7,,,,0.17,0.16,0.68,0.07,-0.07,0.09,-0.25,0.31,-0.14,-0.03,2022
428,22.81084,86.34895,32.1,211.0,5.6,131.0,0.51,0.16,109.9,,,,-0.35,0.32,0.28,0.35,-0.02,-0.21,0.14,0.08,0.2,0.21,2022
429,22.7923,86.3939,42.0,171.0,4.2,88.0,0.47,0.21,94.5,,,,0.01,0.6,0.78,-0.06,-0.12,-0.07,-0.14,-0.08,0.24,-0.21,2022
1,22.77131,86.44317,30.7,188.0,3.5,360.0,0.5,0.51,102.8,,,,-0.11,0.6,0.66,0.12,-0.2,-0.07,-0.11,0.14,0.38,-0.24,2023
2,22.87492,86.21431,32.6,202.0,4.5,313.0,0.32,0.58,84.7,,,,-0.23,0.75,0.66,0.13,-0.2,-0.25,-0.24,0.05,0.16,0.32,2023
3,22.81298,86.55,29.4,219.0,7.2,84.0,0.26,0.75,80.6,,,,-0.17,0.5,0.59,-0.2,0.08,-0.25,-0.25,-0.19,0.6,-0.33,2023
4,22.8501,86.44123,38.4,210.0,5.3,239.0,0.35,0.18,79.0,,,,0.11,0.32,0.66,0.01,-0.06,0.05,0.18,-0.02,0.24,0.1,2023
5,22.93781,86.50464,32.0,193.0,4.8,301.0,0.17,0.67,84.0,,,,0.0,0.42,0.47,0.0,-0.17,-0.09,-0.25,0.07,-0.32,0.0,2023
6,22.8113,86.26206,36.3,205.0,3.3,26.0,0.49,0.23,92.1,,,,0.33,0.22,0.15,-0.14,-0.2,0.14,-0.19,-0.28,0.2,0.17,2023
7,22.79105,86.44592,24.1,200.0,6.3,0.0,0.11,0.46,118.6,,,,0.08,0.1,0.85,0.13,-0.12,0.04,0.06,-0.08,0.49,-0.12,2023
8,22.71485,86.39684,27.7,194.0,2.9,108.0,0.47,0.23,110.2,,,,0.12,0.43,0.25,0.03,-0.2,-0.03,0.1,0.14,-0.28,0.27,2023
9,22.82498,86.45581,29.9,172.0,3.5,287.0,0.51,0.59,84.7,,,,-0.15,0.53,0.52,0.1,0.11,-0.24,-0.04,0.41,0.05,0.17,2023
10,22.86282,86.46961,32.4,165.0,7.9,209.0,0.38,0.21,81.8,,,,0.25,0.14,0.64,0.25,0.16,0.21,-0.07,-0.07,0.02,-0.19,2023
11,22.82277,86.44909,30.6,189.0,7.8,210.0,0.42,0.52,73.2,,,,-0.11,0.43,0.15,0.02,-0.02,0.01,-0.01,0.13,0.13,-0.33,2023
12,22.81466,86.31233,29.7,198.0,5.6,101.0,0.31,0.63,90.2,,,,0.15,0.42,0.47,0.11,0.09,-0.14,0.25,-0.18,0.5,0.24,2023
13,22.95601,86.48885,30.9,240.0,7.9,200.0,0.43,0.75,120.0,,,,-0.28,0.46,0.63,-0.05,-0.2,-0.03,-0.14,-0.3,-0.09,0.18,2023
14,22.88124,86.37137,42.0,205.0,4.0,79.0,0.54,0.14,60.0,,,,-0.15,0.34,0.21,0.06,-0.18,-0.0,0.04,-0.07,-0.34,0.39,2023
15,22.91288,86.49516,36.2,163.0,6.9,138.0,0.49,0.75,105.0,,,,0.4,0.75,0.46,0.09,0.15,0.17,0.03,-0.3,0.38,0.06,2023
16,22.82425,86.41643,31.6,173.0,5.5,235.0,0.37,0.28,120.0,,,,-0.08,0.51,0.5,-0.2,-0.13,-0.04,-0.15,0.23,0.23,-0.17,2023
17,22.83702,86.42272,37.2,198.0,6.6,46.0,0.27,0.64,116.7,,,,-0.29,0.57,0.63,0.26,0.15,0.02,0.25,0.17,-0.32,-0.35,2023
18,22.74118,86.36358,33.2,222.0,2.7,294.0,0.32,0.56,91.0,,,,-0.35,0.57,0.59,0.02,0.21,-0.19,-0.21,0.15,0.32,-0.04,2023
19,22.80417,86.43824,37.7,194.0,8.2,288.0,0.53,0.75,106.4,,,,-0.14,0.55,0.54,-0.16,0.06,0.15,0.07,0.09,0.33,0.33,2023
20,22.74164,86.41437,36.0,181.0,8.3,344.0,0.53,0.3,90.1,,,,0.06,0.69,0.5,0.35,0.16,-0.02,-0.04,-0.17,-0.15,-0.16,2023
21,22.82346,86.34156,29.1,216.0,3.1,10.0,0.56,0.41,112.0,,,,-0.01,0.45,0.66,0.21,-0.2,0.25,-0.06,-0.09,-0.4,-0.1,2023
22,22.86013,86.38316,27.9,213.0,8.5,245.0,0.56,0.26,72.4,,,,-0.13,0.6,0.44,0.25,-0.04,0.18,0.03,-0.3,-0.23,0.54,2023
23,22.75257,86.41871,37.1,214.0,1.0,263.0,0.41,0.75,78.3,,,,0.08,0.41,0.59,0.09,-0.15,-0.25,0.22,0.23,0.03,0.29,2023
24,22.80333,86.33661,25.1,192.0,2.9,256.0,0.59,0.46,60.0,,,,0.16,0.64,0.84,0.13,-0.04,-0.25,0.07,0.23,0.47,-0.45,2023
25,22.86819,86.27579,25.0,185.0,6.9,188.0,0.61,0.12,87.0,,,,-0.13,0.21,0.23,-0.2,0.01,-0.25,0.01,0.07,0.08,0.22,2023
26,22.78584,86.30056,38.0,195.0,3.7,24.0,0.39,0.67,98.9,,,,-0.12,0.42,0.67,-0.01,0.08,-0.06,-0.01,0.21,-0.07,0.16,2023
27,22.79091,86.38385,35.2,140.0,2.5,157.0,0.27,0.44,91.0,,,,-0.35,0.46,0.55,-0.2,0.23,-0.04,-0.11,-0.22,0.4,-0.11,2023
28,22.757,86.315,37.2,144.0,6.8,182.0,0.39,0.33,97.6,,,,-0.14,0.43,0.23,0.25,0.19,0.02,0.09,0.23,0.22,0.24,2023
29,22.80932,86.42337,32.4,153.0,5.9,171.0,0.39,0.6,92.0,,,,0.05,0.1,0.38,-0.01,0.05,0.01,0.11,-0.07,-0.13,-0.34,2023
30,22.84677,86.28379,29.3,200.0,6.3,183.0,0.12,0.43,103.2,,,,-0.16,0.75,0.46,-0.15,0.05,-0.01,-0.06,0.21,-0.06,-0.45,2023
31,22.81374,86.42859,26.7,220.0,2.6,353.0,0.44,0.47,75.0,,,,0.19,0.41,0.43,0.11,0.2,-0.08,0.16,-0.22,0.28,-0.29,2023
32,22.8393,86.40422,33.6,180.0,5.1,318.0,0.45,0.48,94.0,,,,-0.35,0.45,0.65,-0.2,-0.2,0.1,0.14,0.14,0.34,0.13,2023
33,22.76225,86.35312,30.0,160.0,4.2,172.0,0.34,0.64,65.1,,,,-0.01,0.3,0.85,0.08,0.12,-0.12,0.21,-0.23,0.06,0.36,2023
34,22.85783,86.27099,32.8,224.0,6.8,89.0,0.32,0.32,105.1,,,,0.01,0.28,0.68,0.12,0.09,-0.2,-0.08,0.15,0.52,-0.09,2023
35,22.83663,86.3383,30.6,203.0,4.9,55.0,0.28,0.61,108.8,,,,-0.06,0.53,0.5,0.35,0.24,0.19,-0.22,0.26,-0.06,0.12,2023
36,22.79595,86.47933,35.4,189.0,5.9,123.0,0.61,0.64,84.3,,,,0.21,0.42,0.65,-0.15,-0.14,-0.07,0.01,0.07,0.11,0.17,2023
37,22.82777,86.32761,24.0,175.0,4.8,142.0,0.17,0.36,96.9,,,,-0.1,0.18,0.59,0.26,-0.01,0.05,0.24,0.36,0.03,0.35,2023
38,22.81738,86.24453,31.0,199.0,7.1,230.0,0.62,0.27,87.9,,,,-0.01,0.72,0.4,0.08,0.3,0.19,0.01,-0.03,0.44,-0.01,2023
